Table 4: Inland Fish Production by District (Mt),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
10,Jaffna,60.0,na,na,na,na,na,na,na,ne,ne,40,na,na,0,,0,0,0,0,0,,0,0,0.0,,,,,,,,,0,0,0,0,0
11,Mannar,320.0,180,220,290,360,0.2413793103448276,510,860,1.6862745098039216,1.3888888888888888,1500,80,80,90,80,90,70,130,160,180,150,110,60,1280.0,0.8533333333333334,60,60,62,66,72,89,105,147,200,174,160,120
12,Vavunia,260.0,420,490,540,830,0.5370370370370371,1280,1519,1.18671875,0.8301204819277108,2300,120,110,180,100,93,70,180,120,100,90,90,30,1283.0,0.5578260869565217,30,30,46,56,62,77,86,209,380,218,135,100
13,Mullaithivu,,,10,720,790,0.09722222222222222,1180,555,0.4703389830508475,-0.2974683544303797,900,30,30,60,50,25,30,40,60,50,60,50,50,535.0,0.5944444444444444,20,20,21,20,16,22,32,44,56,65,40,20
14,Killinochchi,,70,100,600,830,0.38333333333333336,1320,605,0.4583333333333333,-0.2710843373493976,1000,60,40,60,60,40,20,30,30,30,30,40,20,460.0,0.46,10,10,10,14,12,17,21,44,54,50,40,170
15,Batticaloa,1750.0,1680,1540,1580,680,-0.569620253164557,940,880,0.9361702127659575,0.29411764705882354,1300,40,130,90,120,90,110,90,170,220,180,158,114,1512.0,1.1630769230769231,160,110,134,130,154,160,180,279,256,350,184,180
16,Ampara,5240.0,5430,5940,6920,6940,0.002890173410404624,7880,5135,0.6516497461928934,-0.2600864553314121,7700,240,240,310,320,320,640,400,380,600,440,530,1040,5460.0,0.7090909090909091,240,180,187,184,165,207,215,244,290,298,340,110
17,Trincomalee,1650.0,1720,1840,2170,1670,-0.2304147465437788,1970,5210,2.6446700507614214,2.1197604790419162,7600,360,350,420,360,350,350,370,400,530,630,630,470,5220.0,0.6868421052631579,410,420,437,464,496,627,591,728,1002,705,447,310
18,Kurunegala,4190.0,3590,4190,4960,5180,0.04435483870967742,7860,4760,0.6055979643765903,-0.08108108108108109,7000,90,90,180,180,190,170,140,240,310,280,130,80,2080.0,0.29714285714285715,110,110,109,124,112,114,115,204,813,449,134,120
19,Puttalam,5290.0,5290,5820,6180,6220,0.006472491909385114,8320,8400,1.0096153846153846,0.3504823151125402,12500,400,690,980,730,400,710,930,630,1140,440,520,1110,8680.0,0.6944,440,360,460,409,530,868,2322,1495,853,584,660,1530
20,Anuradhapura,9680.0,10770,12090,12910,14340,0.11076684740511232,20610,9650,0.4682193110140708,-0.32705718270571826,15500,1470,1920,2020,2280,1260,1020,730,1330,1410,1100,1200,580,16320.0,1.0529032258064517,680,738,776,707,1100,1219,1252,1678,1670,950,686,378
21,Polonnaruwa,7320.0,7280,8750,9830,12870,0.30925737538148523,17820,7510,0.4214365881032548,-0.41647241647241645,14000,830,530,780,720,640,530,530,650,680,610,590,450,7540.0,0.5385714285714286,420,420,462,490,483,547,576,677,823,762,846,600
22,Badulla,960.0,1140,1240,1320,1650,0.25,2940,1006,0.34217687074829933,-0.3903030303030303,1500,50,50,50,40,40,40,40,40,50,40,20,340,800.0,0.5333333333333333,90,80,67,44,62,25,24,68,150,110,107,20
23,Monaragala,1910.0,2460,2970,3160,3670,0.16139240506329114,4330,6500,1.5011547344110854,0.771117166212534,9500,700,730,810,810,780,800,940,980,1190,830,800,820,10190.0,1.0726315789473684,790,790,804,809,805,349,431,519,715,555,555,560
24,Ratnapura,1210.0,2320,2480,2970,2530,-0.14814814814814814,3580,1759,0.49134078212290505,-0.3047430830039526,4500,130,120,150,210,260,270,320,410,440,590,530,540,3970.0,0.8822222222222222,119,140,153,182,158,155,163,222,260,495,445,350
25,Kegalle,30.0,20,20,20,20,0,30,12,0.4,-0.4,20,1,1,1,1,2,1,1,1,1,2,2,1,15.0,0.75,1,2,1,1,1,2,1,2,1,1,1,2
,Total,44490.0,46560,52420,59560,68950,0.1576561450638012,94800,66910,0.7058016877637131,-0.02958665699782451,105860,5590,6130,7160,6970,5440,5710,5760,6560,7700,6250,6110,6370,75750.0,0.715567730965426,4180,4020,4320,4280,4840,5040,6720,7310,8510,6480,5450,5150
,Target,,48200,55500,66440,79360,,,68840,,-0.13256048387096775,,6560,6710,7580,7450,6610,6690,9070,9070,10950,9620,11330,10830,102470.0,,,,,,,,,,,,,
,Achievement,,0.9659751037344398,0.9445045045045045,0.8964479229379891,0.8688256048387096,,,0.9719639744334689,,0.11871009443132849,,0.8521341463414634,0.9135618479880775,0.9445910290237467,0.9355704697986578,0.8229954614220878,0.8535127055306427,0.6350606394707828,0.7232635060639471,0.7031963470319634,0.6496881496881497,0.5392762577228597,0.5881809787626963,0.9445910290237467,,,,,,,,,,,,,
**,Provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5.1: Inland Fish Production by Regions,,,,,,,,ne - negligible amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008.0,2009,2010,2011,2012,Change in 2011 compaired to 2010,Target 2013,2013,Achievement  in 2013 over targets,Change in 2012 compaired to 2011,Target 2014,2014  Jan,2014  Feb,2014  Mar,2014 Apr,2015 May,2016 Jun,2014 July,2015 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Nov,2014.0,,2015 Jan,2015 Feb,2015 Mar,2015 App,2015 May,2015 June,2015 July,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec
,Western,390.0,370,410,430,1200,5.826190476190476,1530,1369,3.136764705882353,0.9605013550135502,2100,119,109,119,109,110,100,100,100,110,100,110,100,1286.0,,130,100,112,100,108,88,106,112,116,95,96,140
,Central,890.0,1020,1130,1360,4030,8.143613607188703,6780,3043,1.324938470484923,-0.7703783779280237,4500,170,190,180,170,160,169,149,289,139,138,120,135,2009.0,,130,130,123,125,126,127,132,154,199,162,139,140
,Southern,3340.0,2800,3180,3600,5140,8.632183908045977,5920,8137,3.463270322669991,1.6214427107591989,12400,700,720,680,630,590,610,640,570,520,540,480,430,7110.0,,340,320,356,355,378,347,368,484,672,457,435,300
,Northern,640.0,670,820,2150,2810,1.2589719029374202,4290,3539,3.8016655761881024,1.650456679036822,5700,290,260,390,290,248,190,380,370,360,330,290,160,3558.0,,120,120,139,156,162,205,244,444,690,507,375,410
,Eastern,8640.0,8830,9320,10670,9290,-0.7971448262979312,10790,11225,4.232490009720272,2.1537916707693276,16600,640,720,820,800,760,1100,860,950,1350,1250,1318,1624,12192.0,,810,710,758,778,815,994,986,1251,1548,1353,971,600
,North western,9480.0,8880,10010,11140,11400,0.050827330619062534,16180,13160,1.6152133489919749,0.2694012340314591,19500,490,780,1160,910,590,880,1070,870,1450,720,650,1190,10760.0,,550,470,569,533,642,982,2437,1699,1666,1033,794,1650
,Noth Central,17000.0,18050,20840,22740,27210,0.42002422278659757,38430,17160,0.8896558991173256,-0.7435295991781348,29500,2300,2450,2800,3000,1900,1550,1260,1980,2090,1710,1790,1030,23860.0,,1100,1158,1238,1197,1583,1766,1828,2355,2493,1712,1532,978
,Uva,2870.0,3600,4210,4480,5320,0.4113924050632911,7270,7506,1.8433316051593847,0.3808141359095037,11000,750,780,860,850,820,840,980,1020,1240,870,820,1160,10990.0,,880,870,871,853,867,374,455,587,865,665,662,580
,Sabara,1240.0,2340,2500,2990,2550,-0.14814814814814814,3610,1771,0.8913407821229051,-0.7047430830039526,4520,131,121,151,211,262,271,321,411,441,592,532,541,3985.0,,120,142,154,183,159,157,164,224,261,496,446,352
,Total,44490.0,46560,52420,59560,68950,0.1362075543685616,94800,66910,21.198670720337233,4.81775672540975,105820,5590,6130,7160,6970,5440,5710,5760,6560,7700,6250,6110,6370,75750.0,,4180,4020,4320,4280,4840,5040,6720,7310,8510,6480,5450,5150
Share of Inland Fish Production by Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provicne,2008.0,2009,2010,2011,2012,,Target 2013,2013,,,Target 2014,2014  Jan,2014  Feb,2014  Mar,2015  Apr,2016  May,2017  Jun,2014 July,2015 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Nov,2014.0,,2015 Jan,2015 Feb,2015 Mar,2015 App,2015 May,2015 June,2015 July,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec
,Western,0.008766014834794335,0.007946735395189003,0.00782144219763449,0.007219610476830087,0.01740391588107324,,0.016139240506329113,0.02046031983261097,0.147969877322216,0.19936692733937483,0.019845019845019844,0.021288014311270125,0.017781402936378466,0.016620111731843575,0.015638450502152082,0.02022058823529412,0.017513134851138354,0.017361111111111112,0.01524390243902439,0.014285714285714285,0.016,0.01800327332242226,0.015698587127158554,0.016976897689768976,,0.03110047846889952,0.024875621890547265,0.025925925925925925,0.02336448598130841,0.02231404958677686,0.01746031746031746,0.015773809523809523,0.015321477428180574,0.013631022326674501,0.014660493827160493,0.01761467889908257,0.027184466019417475
,Central,0.02000449539222297,0.02190721649484536,0.021556657764212134,0.022834116856950974,0.05844815083393764,,0.07151898734177216,0.0454790016439994,0.0625010165950559,-0.159903959837761,0.04252504252504252,0.03041144901610018,0.03099510603588907,0.025139664804469275,0.024390243902439025,0.029411764705882353,0.029597197898423817,0.025868055555555554,0.044054878048780485,0.01805194805194805,0.02208,0.019639934533551555,0.02119309262166405,0.026521452145214522,,0.03110047846889952,0.03233830845771144,0.02847222222222222,0.029205607476635514,0.02603305785123967,0.0251984126984127,0.019642857142857142,0.02106703146374829,0.019036427732079905,0.021450617283950618,0.025688073394495414,0
,Southern,0.07507305012362328,0.06013745704467354,0.06066386875238459,0.06044325050369376,0.07454677302393038,,0.06244725738396625,0.1216111194141384,0.1633720514063863,0.3365555388480715,0.11718011718011719,0.1252236135957066,0.11745513866231648,0.09497206703910614,0.09038737446197992,0.10845588235294118,0.10683012259194395,0.1111111111111111,0.08689024390243902,0.06753246753246753,0.0864,0.07855973813420622,0.06750392464678179,0.09386138613861386,,0.08133971291866028,0.07960199004975124,0.0824074074074074,0.08294392523364486,0.07809917355371901,0.06884920634920635,0.05476190476190476,0.06621067031463748,0.07896592244418331,0.0705246913580247,0.0798165137614679,0.05825242718446602
,Northern,0.014385255113508653,0.014390034364261168,0.01564288439526898,0.03609805238415044,0.04075416968817984,,0.045253164556962024,0.05289194440292931,0.17933509257922114,0.34257783717720836,0.053865053865053865,0.0518783542039356,0.04241435562805873,0.05446927374301676,0.04160688665710186,0.045588235294117645,0.03327495621716287,0.06597222222222222,0.056402439024390245,0.046753246753246755,0.0528,0.04746317512274959,0.02511773940345369,0.04697029702970297,,0.028708133971291867,0.029850746268656716,0.03217592592592593,0.03644859813084112,0.03347107438016529,0.040674603174603176,0.03630952380952381,0.06073871409028728,0.08108108108108109,0.07824074074074074,0.06880733944954129,0.07961165048543689
,Eastern,0.19420094403236682,0.18964776632302405,0.17779473483403282,0.17914707857622567,0.13473531544597533,,0.11381856540084388,0.16776266626812136,0.19965827412280973,0.447052807670804,0.15687015687015687,0.11449016100178891,0.11745513866231648,0.11452513966480447,0.11477761836441894,0.13970588235294118,0.19264448336252188,0.14930555555555555,0.1448170731707317,0.17532467532467533,0.2,0.21571194762684123,0.2549450549450549,0.16095049504950495,,0.1937799043062201,0.17661691542288557,0.17546296296296296,0.18177570093457943,0.1683884297520661,0.19722222222222222,0.14672619047619048,0.17113543091655267,0.181903642773208,0.20879629629629629,0.1781651376146789,0.11650485436893204
,North western,0.21308159136884694,0.19072164948453607,0.19095764975200305,0.187038280725319,0.1653372008701958,,0.17067510548523207,0.19668211029741445,0.07619408642648513,0.055918397168247744,0.18427518427518427,0.08765652951699464,0.1272430668841762,0.16201117318435754,0.13055954088952654,0.10845588235294118,0.15411558669001751,0.1857638888888889,0.1326219512195122,0.18831168831168832,0.1152,0.10638297872340426,0.18681318681318682,0.14204620462046205,,0.13157894736842105,0.11691542288557213,0.13171296296296298,0.12453271028037383,0.13264462809917354,0.19484126984126984,0.3626488095238095,0.23242134062927497,0.19576968272620446,0.15941358024691357,0.1456880733944954,0.32038834951456313
,Noth Central,0.3821083389525736,0.38767182130584193,0.3975581838992751,0.3817998656816656,0.39463379260333575,,0.40537974683544303,0.25646390674039754,0.04196753234455508,-0.15433108011797703,0.2787752787752788,0.41144901610017887,0.399673735725938,0.39106145251396646,0.430416068866571,0.3492647058823529,0.2714535901926445,0.21875,0.3018292682926829,0.2714285714285714,0.2736,0.29296235679214405,0.16169544740973313,0.31498349834983497,,0.2631578947368421,0.2880597014925373,0.2865740740740741,0.2796728971962617,0.32706611570247934,0.3503968253968254,0.2720238095238095,0.3221614227086183,0.29294947121034076,0.2641975308641975,0.28110091743119264,0.18990291262135922
,Uva,0.06450887839964037,0.07731958762886598,0.08031285768790537,0.07521826729348556,0.07715736040609138,,0.07668776371308017,0.1121805410252578,0.08695505626166264,0.07904386992000212,0.10395010395010396,0.13416815742397137,0.1272430668841762,0.12011173184357542,0.12195121951219512,0.15073529411764705,0.14711033274956217,0.1701388888888889,0.15548780487804878,0.16103896103896104,0.1392,0.1342062193126023,0.18210361067503925,0.14508250825082508,,0.21052631578947367,0.21641791044776118,0.20162037037037037,0.19929906542056075,0.17913223140495868,0.0742063492063492,0.06770833333333333,0.08030095759233927,0.10164512338425381,0.10262345679012345,0.12146788990825688,0.11262135922330097
,Sabara,0.027871431782423017,0.05025773195876289,0.04769172071728348,0.05020147750167898,0.03698332124728064,,0.038080168776371305,0.02646839037513077,0.042047012941607946,-0.14628033816797054,0.042714042714042715,0.02343470483005367,0.01973898858075041,0.021089385474860334,0.030272596843615496,0.048161764705882355,0.04746059544658494,0.05572916666666667,0.06265243902439024,0.057272727272727274,0.09472,0.08707037643207856,0.08492935635792778,0.05260726072607261,,0.028708133971291867,0.035323383084577116,0.03564814814814815,0.04275700934579439,0.03285123966942149,0.03115079365079365,0.024404761904761905,0.03064295485636115,0.030669800235017627,0.07654320987654321,0.0818348623853211,0.0683495145631068
,Total,1.0,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,1,1,1,1,1,1,1,1,1,1,1,1
,Source: NAQDA and SU/MFARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
